Título,Veículo,Resumo,Resumo bruto,Link,Data
Exclusivo: Brasileiro trabalhou até o dia 30 de maio só para pagar imposto - Exame Notícias,Exame Notícias,Exclusivo: Brasileiro trabalhou até o dia 30 de maio só para pagar imposto,"<a href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxOLS1tSnNwVEpDakRmYk44OVhxdE1LZkE4SHRRTHhYU3IxYVR3NHg1NS02ZzJuNW5CTEV4QXlzZjZfWFlRSnFoZ1VzdmZacFAtSGthSEprVTlFVWMzalMtSHZpMWpjT09iRjZsRWduaWttanBDMzlYNWZpVmJaTS1lMGFxRk5fenpPanEzWTFVN3JCRnBzQXU4ZlFlaXA0bF95ZkNv0gGoAUFVX3lxTE1FWDBveU5BeGhIZGQ0c0R4MUd0LU5iZU1OT1gtckZjSkJ4bnA5OXZkMDl3ak4xQlVid1U2WHpyU3lIN0UxR3pEekl0ODM1eFZPNlhiZFl5anpQbVYxWENGV0t5TG5iWU5pWlhhZTA2LXlmaVBrVHhyVk1RU3JXelc1MHFSTkkzSDVna1NVRG9Gb0duX1NQUW9ZMW0tUEZKX2dkdTVaRzJ3cg?oc=5"" target=""_blank"">Exclusivo: Brasileiro trabalhou até o dia 30 de maio só para pagar imposto</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Exame Notícias</font>",https://news.google.com/rss/articles/CBMiowFBVV95cUxOLS1tSnNwVEpDakRmYk44OVhxdE1LZkE4SHRRTHhYU3IxYVR3NHg1NS02ZzJuNW5CTEV4QXlzZjZfWFlRSnFoZ1VzdmZacFAtSGthSEprVTlFVWMzalMtSHZpMWpjT09iRjZsRWduaWttanBDMzlYNWZpVmJaTS1lMGFxRk5fenpPanEzWTFVN3JCRnBzQXU4ZlFlaXA0bF95ZkNv0gGoAUFVX3lxTE1FWDBveU5BeGhIZGQ0c0R4MUd0LU5iZU1OT1gtckZjSkJ4bnA5OXZkMDl3ak4xQlVid1U2WHpyU3lIN0UxR3pEekl0ODM1eFZPNlhiZFl5anpQbVYxWENGV0t5TG5iWU5pWlhhZTA2LXlmaVBrVHhyVk1RU3JXelc1MHFSTkkzSDVna1NVRG9Gb0duX1NQUW9ZMW0tUEZKX2dkdTVaRzJ3cg?oc=5,2020-05-30
"Imposto sobre herança é justiça tributária, dizem senadores e auditores - Congresso em Foco",Congresso em Foco,"Imposto sobre herança é justiça tributária, dizem senadores e auditores","<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxNY1k5Sk1lN3N1NXgzNy1WVVU4ejlGZHU2eXlXejdiN1l1VS1rcDZqc1hFQnNuZkVWV2FjWFk5R0lnY3pVUjJVX0NvR2d4eUNOTDRvOHJCNF9LMVQ0YjdtYjBIWlR6M1JEb05FdlVLRmxiN2F6d04zWHNYdXFZUGk0TE8zT25wb2dlWjNvb0xobkwwcWtEM2J5cDRLN2tWeU5kTVNUSVd5bEFpMEFKdGV1anVRMTJDQ2NHY0tHWHR3?oc=5"" target=""_blank"">Imposto sobre herança é justiça tributária, dizem senadores e auditores</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Congresso em Foco</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxNY1k5Sk1lN3N1NXgzNy1WVVU4ejlGZHU2eXlXejdiN1l1VS1rcDZqc1hFQnNuZkVWV2FjWFk5R0lnY3pVUjJVX0NvR2d4eUNOTDRvOHJCNF9LMVQ0YjdtYjBIWlR6M1JEb05FdlVLRmxiN2F6d04zWHNYdXFZUGk0TE8zT25wb2dlWjNvb0xobkwwcWtEM2J5cDRLN2tWeU5kTVNUSVd5bEFpMEFKdGV1anVRMTJDQ2NHY0tHWHR3?oc=5,2020-06-05
O ‘Supremo Tributário’ na sua tendência pró-fisco ou pró-contribuinte - JOTA,JOTA,O ‘Supremo Tributário’ na sua tendência pró-fisco ou pró-contribuinte,"<a href=""https://news.google.com/rss/articles/CBMingFBVV95cUxPRHVZMzJxY1VpNjN1bUFoamNacWYwbWVzcE5kQ2xGUVBMQlZBcUlDUjFHNDdVcEpIMUVkVXRxUGtHTDlNaFFXbktiOFpVUTUyNlpOaF9Bc2ZRU3hvSi1IdDJEM0NrZklPLVQzcEF3QUM0WERYNmlELWVuTXlxdjVwSmI4cmFoeVlOZTVyaHFaQkF4R1dFYUZKR2h4MGRxQQ?oc=5"" target=""_blank"">O ‘Supremo Tributário’ na sua tendência pró-fisco ou pró-contribuinte</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JOTA</font>",https://news.google.com/rss/articles/CBMingFBVV95cUxPRHVZMzJxY1VpNjN1bUFoamNacWYwbWVzcE5kQ2xGUVBMQlZBcUlDUjFHNDdVcEpIMUVkVXRxUGtHTDlNaFFXbktiOFpVUTUyNlpOaF9Bc2ZRU3hvSi1IdDJEM0NrZklPLVQzcEF3QUM0WERYNmlELWVuTXlxdjVwSmI4cmFoeVlOZTVyaHFaQkF4R1dFYUZKR2h4MGRxQQ?oc=5,2020-06-09
STF: IPVA deve ser recolhido no Estado de domicílio do proprietário do veículo - Migalhas,Migalhas,STF: IPVA deve ser recolhido no Estado de domicílio do proprietário do veículo,"<a href=""https://news.google.com/rss/articles/CBMivgFBVV95cUxQMHFQU0ZyX25pRTJTaWdvd0ZBTkNoWlg5NnFOV1BfVG9sdWpPdDl3Y3Y3NFVsOElremhJSmx6al9CNDhRcUZpdDFybTZramktZEFlSXV5WXg3X09NNU1qVEwxZ3BuMnFLY2lfVXVuOXBDNUNFN1RjVnd3ZHo0MkFONUotTmowazMya21lSTJzUGVqai1QSDA1SDBWTnpxVHlGQmhoSUNnVVlHQUg0eTFBemx1Y3dqTUNjdE8yT1ZB0gHDAUFVX3lxTFB5RTV6ZWNLTVFsZXFfZ1JxUXRtWkZVdWdCNm9aYlRqVUU1a0xQWkdyVFoyUlp6N25Jd0JMZ1lzM2l6d05KRjVkZUVsdTB5Q0w0SDVLV0NnblQzN3lxNmZGSnRuZnRvaTE5N21qdUtZT0xUMnVQQ0l5bUQ3bEtBdmVuUnNocWljcGtrY1d1MFZ6Y1VIMXJtT2NDNmpsUHo1eDlXUWh1OFpwNTQyeEp4LVJIT3lDczFIbms3YVpHVnpZa1Itdw?oc=5"" target=""_blank"">STF: IPVA deve ser recolhido no Estado de domicílio do proprietário do veículo</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMivgFBVV95cUxQMHFQU0ZyX25pRTJTaWdvd0ZBTkNoWlg5NnFOV1BfVG9sdWpPdDl3Y3Y3NFVsOElremhJSmx6al9CNDhRcUZpdDFybTZramktZEFlSXV5WXg3X09NNU1qVEwxZ3BuMnFLY2lfVXVuOXBDNUNFN1RjVnd3ZHo0MkFONUotTmowazMya21lSTJzUGVqai1QSDA1SDBWTnpxVHlGQmhoSUNnVVlHQUg0eTFBemx1Y3dqTUNjdE8yT1ZB0gHDAUFVX3lxTFB5RTV6ZWNLTVFsZXFfZ1JxUXRtWkZVdWdCNm9aYlRqVUU1a0xQWkdyVFoyUlp6N25Jd0JMZ1lzM2l6d05KRjVkZUVsdTB5Q0w0SDVLV0NnblQzN3lxNmZGSnRuZnRvaTE5N21qdUtZT0xUMnVQQ0l5bUQ3bEtBdmVuUnNocWljcGtrY1d1MFZ6Y1VIMXJtT2NDNmpsUHo1eDlXUWh1OFpwNTQyeEp4LVJIT3lDczFIbms3YVpHVnpZa1Itdw?oc=5,2020-06-23
Lei da Ficha Limpa completa dez anos - EBC - Empresa Brasil de Comunicação,Empresa Brasil de Comunicação,Lei da Ficha Limpa completa dez anos,"<a href=""https://news.google.com/rss/articles/CBMinAFBVV95cUxPeW5JN0pYY2hWVm5hS1JtQVZmeE9ySFY5WWJZdVp1LU01M3pKN3hzMi14WjlhTVlkeVFXSzBsaHhOdXlwX1duYkZVVzVlMzJ1anRQNjVpNkNkUkF1RXdNcWVuczRpQ2VBSVY0dGcyVDg1UWRTd2xZdkRJSEJzd2NudGJNZjlRaHBBSTI4RTZ0U0ZTZ2h4VkJPdnI1QWY?oc=5"" target=""_blank"">Lei da Ficha Limpa completa dez anos</a>&nbsp;&nbsp;<font color=""#6f6f6f"">EBC - Empresa Brasil de Comunicação</font>",https://news.google.com/rss/articles/CBMinAFBVV95cUxPeW5JN0pYY2hWVm5hS1JtQVZmeE9ySFY5WWJZdVp1LU01M3pKN3hzMi14WjlhTVlkeVFXSzBsaHhOdXlwX1duYkZVVzVlMzJ1anRQNjVpNkNkUkF1RXdNcWVuczRpQ2VBSVY0dGcyVDg1UWRTd2xZdkRJSEJzd2NudGJNZjlRaHBBSTI4RTZ0U0ZTZ2h4VkJPdnI1QWY?oc=5,2020-06-08
Quem recebe bolsa família precisa declarar imposto de renda? - Brasil de Fato,Brasil de Fato,Quem recebe bolsa família precisa declarar imposto de renda?,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxOcks4MU9oSGZfRk51UElvbzFpamFUemp6QWNCSElpSkpQX2JCOG1mMFo3UlI2Y21JYno5NUs1ZVMtaXZWV3JrZEFjdktUM0tCVkV3cjZ2b0R1cE4xMmhObEl3RjZxYjRmVFlEYi1yM1QzUF9uam1qMV9oSGMyaWl5Yko4TndjYW9ick1ZRmRrU3Jxc0tJY0ZLNjNyZUtwRUIzVkVWZw?oc=5"" target=""_blank"">Quem recebe bolsa família precisa declarar imposto de renda?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Brasil de Fato</font>",https://news.google.com/rss/articles/CBMipAFBVV95cUxOcks4MU9oSGZfRk51UElvbzFpamFUemp6QWNCSElpSkpQX2JCOG1mMFo3UlI2Y21JYno5NUs1ZVMtaXZWV3JrZEFjdktUM0tCVkV3cjZ2b0R1cE4xMmhObEl3RjZxYjRmVFlEYi1yM1QzUF9uam1qMV9oSGMyaWl5Yko4TndjYW9ick1ZRmRrU3Jxc0tJY0ZLNjNyZUtwRUIzVkVWZw?oc=5,2020-06-11
Último dia de evento do Tribunal de Impostos e Taxas debate tributação nas operações de download e streaming - Fazenda e Planejamento,Fazenda e Planejamento,Último dia de evento do Tribunal de Impostos e Taxas debate tributação nas operações de download e streaming,"<a href=""https://news.google.com/rss/articles/CBMilwJBVV95cUxNMUsxdVVQWUUxbGE4eDd4Qkxna1FjM2NpT2E4dnh1Y2pmczVUVXZTak4ydWxGSl90TTZ5aS1Ya1hLdGZkRGx4WFRwWVEzLVVxeVpXTnkxY2hDTWR2elNaS014SjNJeldqenl2TXJPTUN6SXlQNEdxeW5LbGN4VVJob1NobXpLVXpWeU9wdDR1YjZ3T3NnT01qTDVuR21zbFoyVnIzYWE4a09uUEtRMVZ5OHBTWWN3NjJsS2hlNGx6NmJRMmdIVGExNWhnN0ZOalY2ZWlYdDM2bVZFWkRXdW1hbUxla2FzZ1BqenhNcUZLYTM0aGJ4WmcxWnpxamlpREtQNzB1b0RPekZqdWMwQ1Q1cjJ6UmRydGc?oc=5"" target=""_blank"">Último dia de evento do Tribunal de Impostos e Taxas debate tributação nas operações de download e streaming</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fazenda e Planejamento</font>",https://news.google.com/rss/articles/CBMilwJBVV95cUxNMUsxdVVQWUUxbGE4eDd4Qkxna1FjM2NpT2E4dnh1Y2pmczVUVXZTak4ydWxGSl90TTZ5aS1Ya1hLdGZkRGx4WFRwWVEzLVVxeVpXTnkxY2hDTWR2elNaS014SjNJeldqenl2TXJPTUN6SXlQNEdxeW5LbGN4VVJob1NobXpLVXpWeU9wdDR1YjZ3T3NnT01qTDVuR21zbFoyVnIzYWE4a09uUEtRMVZ5OHBTWWN3NjJsS2hlNGx6NmJRMmdIVGExNWhnN0ZOalY2ZWlYdDM2bVZFWkRXdW1hbUxla2FzZ1BqenhNcUZLYTM0aGJ4WmcxWnpxamlpREtQNzB1b0RPekZqdWMwQ1Q1cjJ6UmRydGc?oc=5,2020-06-08
Governante que não adotar medidas contra epidemia poderá ser punido por crime de responsabilidade - Senado,Senado,Governante que não adotar medidas contra epidemia poderá ser punido por crime de responsabilidade,"<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxNRWlIUGNBaEp2UHpwbk5fWms4S2x2b1lrcVBUT1A0WDQ4a2tBakNnRjVrb1VydlFGNlVMbVg5Nk4tNmlCNTdtNUpsMUEyRmxsMzVNelBHeUowWVNuclRHN3NseFFzZ2FRQlZ5R0lRRzE0UWJtdkFBLTdjdkNzQVRrMU8tWUZVeVYtX2M0b0Y1b1ZVXzdIQmJGa2JxNkVnQzlPOHlNejZ6YURCbU1yM0d5aGxTY1p5OGtsdVBBTTgxUnM1UW5oeHNQUmx1Y2Y5ekR6X2xjYzgtTS1ZR1VJOEhIQUlKNA?oc=5"" target=""_blank"">Governante que não adotar medidas contra epidemia poderá ser punido por crime de responsabilidade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMi4wFBVV95cUxNRWlIUGNBaEp2UHpwbk5fWms4S2x2b1lrcVBUT1A0WDQ4a2tBakNnRjVrb1VydlFGNlVMbVg5Nk4tNmlCNTdtNUpsMUEyRmxsMzVNelBHeUowWVNuclRHN3NseFFzZ2FRQlZ5R0lRRzE0UWJtdkFBLTdjdkNzQVRrMU8tWUZVeVYtX2M0b0Y1b1ZVXzdIQmJGa2JxNkVnQzlPOHlNejZ6YURCbU1yM0d5aGxTY1p5OGtsdVBBTTgxUnM1UW5oeHNQUmx1Y2Y5ekR6X2xjYzgtTS1ZR1VJOEhIQUlKNA?oc=5,2020-06-10
"Parar de fumar reduz imediatamente vulnerabilidade à Covid-19, aponta Instituto Nacional do Câncer - Portal da Câmara dos Deputados",Portal da Câmara dos Deputados,"Parar de fumar reduz imediatamente vulnerabilidade à Covid-19, aponta Instituto Nacional do Câncer","<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxQcEVyYzZXdW9jc0FfTXJZT1lDSlJXSzFSOUlrZ3FfZEVrMl9FbS1Fa3BjdzJYTk9vLWl6TU5WYW16RmVHQlZ6bTJHdHVpWUYybHhUdWZHd1JHa19lZGgzWEsxVjg5VWN3OVdsdmJwaFVOeUFUNEd2NktvZzZtUndFYnBhUVJGRmNQaFJ2OTZ2dWt0MVZtVG5ENzhMRkFFVW90c20zOXBCMllOUUk2U0hVbG9QOUpKY25kZzlFeE1Pd21qUmxMOTNMclpiZzNrV3VGcHBja3pobw?oc=5"" target=""_blank"">Parar de fumar reduz imediatamente vulnerabilidade à Covid-19, aponta Instituto Nacional do Câncer</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Portal da Câmara dos Deputados</font>",https://news.google.com/rss/articles/CBMi1wFBVV95cUxQcEVyYzZXdW9jc0FfTXJZT1lDSlJXSzFSOUlrZ3FfZEVrMl9FbS1Fa3BjdzJYTk9vLWl6TU5WYW16RmVHQlZ6bTJHdHVpWUYybHhUdWZHd1JHa19lZGgzWEsxVjg5VWN3OVdsdmJwaFVOeUFUNEd2NktvZzZtUndFYnBhUVJGRmNQaFJ2OTZ2dWt0MVZtVG5ENzhMRkFFVW90c20zOXBCMllOUUk2U0hVbG9QOUpKY25kZzlFeE1Pd21qUmxMOTNMclpiZzNrV3VGcHBja3pobw?oc=5,2020-05-26
Jamil Chade - Piketty: desigualdade social no Brasil só será lidada com reforma política - UOL Confere,UOL Confere,Jamil Chade - Piketty: desigualdade social no Brasil só será lidada com reforma política,"<a href=""https://news.google.com/rss/articles/CBMi0gFBVV95cUxQclRjMkVwcE1nbUNNWlVWQ3ljOEJYdkFLaE9ia1NQNkJNVlhvR1hGOW5ndzc3TFd6ZmgtYjNrcUpsaUdfUTNELU8xVkNpRWxOM0JqN1RpRGRabXVmMGlCZE52Y1VLQjB2NXF0a1N6QVp6SHBZckppYk1jZ2kyMzFIeUtlaFlfal9yS3I1X1k3QmhyRmtXWEZ4OVgzUGxhbWFmcjdJdnFfdHRlRmN2U3JYUUJWaDNybmlOWF8waGtqNk1vQm9RUkpTRzZNUnZpa0RoUmc?oc=5"" target=""_blank"">Jamil Chade - Piketty: desigualdade social no Brasil só será lidada com reforma política</a>&nbsp;&nbsp;<font color=""#6f6f6f"">UOL Confere</font>",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQclRjMkVwcE1nbUNNWlVWQ3ljOEJYdkFLaE9ia1NQNkJNVlhvR1hGOW5ndzc3TFd6ZmgtYjNrcUpsaUdfUTNELU8xVkNpRWxOM0JqN1RpRGRabXVmMGlCZE52Y1VLQjB2NXF0a1N6QVp6SHBZckppYk1jZ2kyMzFIeUtlaFlfal9yS3I1X1k3QmhyRmtXWEZ4OVgzUGxhbWFmcjdJdnFfdHRlRmN2U3JYUUJWaDNybmlOWF8waGtqNk1vQm9RUkpTRzZNUnZpa0RoUmc?oc=5,2020-06-15
Estudantes podem participar de enquete para escolha das novas datas do Enem - Senado,Senado,Estudantes podem participar de enquete para escolha das novas datas do Enem,"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxQbUNJTV9MN1pUMTBsR3owaXZmSUM4VFluTDZ3NVBENnJCQzV4MWx5bjJTTUg5MmtMV1pyc18zTXhDTHh2US1OSThXb0U4cXdpTkJSOGdiT0wxdDJELUxSbVAxVi1BWTYwd0s0SlVqWEpTR3J0MThILVVGd24xYlhzdjgwdFNCWFo2Mkc4VWd3NmRhRGdhOWJnU1ZFeUtZTDBGc3NKeHFsWG9sQUMyR3NRNllxZkxyUi1JOHc?oc=5"" target=""_blank"">Estudantes podem participar de enquete para escolha das novas datas do Enem</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMiugFBVV95cUxQbUNJTV9MN1pUMTBsR3owaXZmSUM4VFluTDZ3NVBENnJCQzV4MWx5bjJTTUg5MmtMV1pyc18zTXhDTHh2US1OSThXb0U4cXdpTkJSOGdiT0wxdDJELUxSbVAxVi1BWTYwd0s0SlVqWEpTR3J0MThILVVGd24xYlhzdjgwdFNCWFo2Mkc4VWd3NmRhRGdhOWJnU1ZFeUtZTDBGc3NKeHFsWG9sQUMyR3NRNllxZkxyUi1JOHc?oc=5,2020-06-23
OMS lista critérios para flexibilização da quarentena - Senado,Senado,OMS lista critérios para flexibilização da quarentena,"<a href=""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQOXcwN3dfY2JQZlVReDFrR0lCaV9XTm9tZlFXXzNQc3FsdnNSbE5UTXJTekFrc2loVTM2bHR2UUwtRURnOWotMDJENTFBMF9YZkdmSXIwbElLYzJBNXVTZTNnbzJPellfeEttME9fNmhqSGgySU02SUZVS1kyVU9Ub2U5WDZwak5kdk1kdkc3TGk4ZkkzLThGcVdPWVA1bVJYckxoY0Rqb0c?oc=5"" target=""_blank"">OMS lista critérios para flexibilização da quarentena</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMiqAFBVV95cUxQOXcwN3dfY2JQZlVReDFrR0lCaV9XTm9tZlFXXzNQc3FsdnNSbE5UTXJTekFrc2loVTM2bHR2UUwtRURnOWotMDJENTFBMF9YZkdmSXIwbElLYzJBNXVTZTNnbzJPellfeEttME9fNmhqSGgySU02SUZVS1kyVU9Ub2U5WDZwak5kdk1kdkc3TGk4ZkkzLThGcVdPWVA1bVJYckxoY0Rqb0c?oc=5,2020-06-09
Entenda o projeto que suspende pagamento de empréstimo consignado por 120 dias - Senado,Senado,Entenda o projeto que suspende pagamento de empréstimo consignado por 120 dias,"<a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxQSVpYV0wwX3pCZWVwaEdMNG1kcnRRekt6UjVDSHNkMHRieHI3dWYtYnhmX1ZVb1JJa21uREhvYWN3dWRyWHI3OU1BdUhjb01tVEZMLXJVM0FZaGx5dWViYXNqVWtDMWxfYW5STC1XTDhuUThkYmVhZnA5bktBM2ZRUTA4VUF0b2R5ZzFqa1FTalNja05PN2hnNzR6cDNPYkdaWTJndWl6STJaa0dOc3RQTEZKeXhNMk1PSEpEbUZZQ2JmQmZialR0aGVB?oc=5"" target=""_blank"">Entenda o projeto que suspende pagamento de empréstimo consignado por 120 dias</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMiygFBVV95cUxQSVpYV0wwX3pCZWVwaEdMNG1kcnRRekt6UjVDSHNkMHRieHI3dWYtYnhmX1ZVb1JJa21uREhvYWN3dWRyWHI3OU1BdUhjb01tVEZMLXJVM0FZaGx5dWViYXNqVWtDMWxfYW5STC1XTDhuUThkYmVhZnA5bktBM2ZRUTA4VUF0b2R5ZzFqa1FTalNja05PN2hnNzR6cDNPYkdaWTJndWl6STJaa0dOc3RQTEZKeXhNMk1PSEpEbUZZQ2JmQmZialR0aGVB?oc=5,2020-06-19
Aprovada proposta que suspende pagamento de empréstimo consignado por causa da pandemia - Senado,Senado,Aprovada proposta que suspende pagamento de empréstimo consignado por causa da pandemia,"<a href=""https://news.google.com/rss/articles/CBMi1gFBVV95cUxOUjRWVzFMTVdkQ1VsTVo0MjdEUjhSMG41d3N3TEpGa0c4UEpFdWkzWjVmOGNmUXRaVmZwdjJ2TVJKZk5ycDRUZS02ODVHQTM2MXFnSjlHT0N1V1hWdnJGeVA0UlUzNlpXODVka0o1cDg2bmUyNG5EUUhfN0E5M0hMRV9idTRhSEV4RWdwc3pEUmNjTDd2MHRBUDNhaFpoMFozd19RbzBBQnFabGowLXNvd0ZpaXBOM0xObEFCRkZvQUoxeVNudmJucFlRbDVKZFBBWnB3OXNR?oc=5"" target=""_blank"">Aprovada proposta que suspende pagamento de empréstimo consignado por causa da pandemia</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMi1gFBVV95cUxOUjRWVzFMTVdkQ1VsTVo0MjdEUjhSMG41d3N3TEpGa0c4UEpFdWkzWjVmOGNmUXRaVmZwdjJ2TVJKZk5ycDRUZS02ODVHQTM2MXFnSjlHT0N1V1hWdnJGeVA0UlUzNlpXODVka0o1cDg2bmUyNG5EUUhfN0E5M0hMRV9idTRhSEV4RWdwc3pEUmNjTDd2MHRBUDNhaFpoMFozd19RbzBBQnFabGowLXNvd0ZpaXBOM0xObEFCRkZvQUoxeVNudmJucFlRbDVKZFBBWnB3OXNR?oc=5,2020-06-19
Como votar em uma consulta pública - Senado,Senado,Como votar em uma consulta pública,"<a href=""https://news.google.com/rss/articles/CBMijwFBVV95cUxNXzVGSm41U2plZGUxeDBWWV9OYksxMWZOMF9JazM3UGZoYjlOdDFodTludGw3MG5HSGRRejhneE1GemNydGJlR2NJazJSci1PQXlYSHRDYUVsUkVLck9PUDE4RmxIVlVJMHM4VE5NQ1JfbmRvTUhhOVpicHhjR1Z1NmoyU2VaSXRWUmIwelh3TQ?oc=5"" target=""_blank"">Como votar em uma consulta pública</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMijwFBVV95cUxNXzVGSm41U2plZGUxeDBWWV9OYksxMWZOMF9JazM3UGZoYjlOdDFodTludGw3MG5HSGRRejhneE1GemNydGJlR2NJazJSci1PQXlYSHRDYUVsUkVLck9PUDE4RmxIVlVJMHM4VE5NQ1JfbmRvTUhhOVpicHhjR1Z1NmoyU2VaSXRWUmIwelh3TQ?oc=5,2020-06-01
O que acontece se você cair na malha fina do Imposto de Renda? - Contábeis,Contábeis,O que acontece se você cair na malha fina do Imposto de Renda?,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNN2dyRmQ4Mi00V3lRUllhME85UlVRZnBtSUN6RmpvaWxFUVpNcVB3ZWRKY0trdWJtZkl4RWpUQnZpR080N2NITjhaWmYxRmdzY3JsQVF4am8xcjNRSEtxU0UxQWs4WktKb0xpenZOUU93RzcySVdJMkxuVjBEWWtsdDRNcEhkbTJGeFQ3YTBaNEV1SG03SUZZRXI3ekFpamhIYTBCOC1tTU1kQQ?oc=5"" target=""_blank"">O que acontece se você cair na malha fina do Imposto de Renda?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Contábeis</font>",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNN2dyRmQ4Mi00V3lRUllhME85UlVRZnBtSUN6RmpvaWxFUVpNcVB3ZWRKY0trdWJtZkl4RWpUQnZpR080N2NITjhaWmYxRmdzY3JsQVF4am8xcjNRSEtxU0UxQWs4WktKb0xpenZOUU93RzcySVdJMkxuVjBEWWtsdDRNcEhkbTJGeFQ3YTBaNEV1SG03SUZZRXI3ekFpamhIYTBCOC1tTU1kQQ?oc=5,2020-06-17
"'Muitas pessoas tentam minar o poder do presidente', diz Gabriel Kanner, do Instituto Brasil 200 - O Globo",O Globo,"'Muitas pessoas tentam minar o poder do presidente', diz Gabriel Kanner, do Instituto Brasil 200","<a href=""https://news.google.com/rss/articles/CBMizgFBVV95cUxOVTgwUW84Rkw2QUM4Q0JHNVhtcjEtWXl4OTY2bGFkOHJZS1JGS1NLNVRYUi00MWRVcnlaM3pQU2swZHpuSzF4UERWTy1xc2ZPQzlTTkpXQ3dnX3R1RGdUUHhMbER6TE1tUEQ1Y193WHZVWXJrSktsdDBEcFF3QWt1VnM1QzE5UlNoMURBd0U1YVBoblZLNTVqelRVLUEyMXJtbUZ1b3lIU3hNSXVrS3VxQURma3F0RTduSldFUGI5SllzR1FYNVMyMzZ0SHlrQdIB3AFBVV95cUxPa1c2MTdQWDI0blhtRnpodWxJZXAxUzdjTlFBdG5rN19GaXcxUEFvbWdtZlZPR3RoR0dmRmY1LUFMeWQ4TFhoRURCckpoRVd4U0lPQ1BxU1I4MDU1TjNVWVhWSlVRczItaFgxc1VGTWxuX1B4TzFBdE1pb3pyWjVBckxjUkFwWTRhc3VqYVB2R0cxOHZNYjZSck15WHU2dXkzSmZ3ZnZnUVRmajc1ZkdqQkdrNF9URDQ5RVFTYXlkU3JaYm5hNFlnN0dfa0QwMVp1MVBOUnktQXozbldf?oc=5"" target=""_blank"">'Muitas pessoas tentam minar o poder do presidente', diz Gabriel Kanner, do Instituto Brasil 200</a>&nbsp;&nbsp;<font color=""#6f6f6f"">O Globo</font>",https://news.google.com/rss/articles/CBMizgFBVV95cUxOVTgwUW84Rkw2QUM4Q0JHNVhtcjEtWXl4OTY2bGFkOHJZS1JGS1NLNVRYUi00MWRVcnlaM3pQU2swZHpuSzF4UERWTy1xc2ZPQzlTTkpXQ3dnX3R1RGdUUHhMbER6TE1tUEQ1Y193WHZVWXJrSktsdDBEcFF3QWt1VnM1QzE5UlNoMURBd0U1YVBoblZLNTVqelRVLUEyMXJtbUZ1b3lIU3hNSXVrS3VxQURma3F0RTduSldFUGI5SllzR1FYNVMyMzZ0SHlrQdIB3AFBVV95cUxPa1c2MTdQWDI0blhtRnpodWxJZXAxUzdjTlFBdG5rN19GaXcxUEFvbWdtZlZPR3RoR0dmRmY1LUFMeWQ4TFhoRURCckpoRVd4U0lPQ1BxU1I4MDU1TjNVWVhWSlVRczItaFgxc1VGTWxuX1B4TzFBdE1pb3pyWjVBckxjUkFwWTRhc3VqYVB2R0cxOHZNYjZSck15WHU2dXkzSmZ3ZnZnUVRmajc1ZkdqQkdrNF9URDQ5RVFTYXlkU3JaYm5hNFlnN0dfa0QwMVp1MVBOUnktQXozbldf?oc=5,2020-06-09
